label,profile,normalization,c_over_v_ref,n,continuous_ratio,fd_ratio,fd_relative_error_vs_cont
uniform boundary,uniform,boundary,1.0,25,1.0,0.9999387225573008,-6.127744269923685e-05
uniform boundary,uniform,boundary,1.0,26,1.0,0.9999337224173995,-6.627758260047134e-05
uniform boundary,uniform,boundary,1.0,27,1.0,0.9999285262094763,-7.147379052374614e-05
uniform boundary,uniform,boundary,1.0,28,1.0,0.9999231339353649,-7.686606463508383e-05
uniform boundary,uniform,boundary,1.0,29,1.0,0.9999175455969687,-8.24544030313401e-05
uniform boundary,uniform,boundary,1.0,30,1.0,0.99991176119626,-8.823880373998172e-05
uniform boundary,uniform,boundary,1.0,31,1.0,0.9999057807352808,-9.42192647191975e-05
uniform boundary,uniform,boundary,1.0,32,1.0,0.9998996042161418,-0.00010039578385823145
solid-body boundary,solid_body,boundary,0.8164965809200705,1,0.8164965809200705,0.8164965008660853,-9.80457078858521e-08
solid-body boundary,solid_body,boundary,0.8164965809200705,2,0.8164965809200705,0.8164962607041578,-3.921827967934277e-07
solid-body boundary,solid_body,boundary,0.8164965809200705,3,0.8164965809200705,0.8164958604343729,-8.824111630278964e-07
solid-body boundary,solid_body,boundary,0.8164965809200705,4,0.8164965809200705,0.8164953000568719,-1.5687306335054885e-06
solid-body boundary,solid_body,boundary,0.8164965809200705,5,0.8164965809200705,0.8164945795718525,-2.45114096597554e-06
solid-body boundary,solid_body,boundary,0.8164965809200705,6,0.8164965809200705,0.816493698979569,-3.5296418489094705e-06
solid-body boundary,solid_body,boundary,0.8164965809200705,7,0.8164965809200705,0.8164926582803322,-4.804232901833849e-06
solid-body boundary,solid_body,boundary,0.8164965809200705,8,0.8164965809200705,0.8164914574745097,-6.27491367455324e-06
solid-body boundary,solid_body,boundary,0.8164965809200705,9,0.8164965809200705,0.8164900965625249,-7.941683648260423e-06
solid-body boundary,solid_body,boundary,0.8164965809200705,10,0.8164965809200705,0.8164885755448585,-9.804542234537195e-06
solid-body boundary,solid_body,boundary,0.8164965809200705,11,0.8164965809200705,0.8164868944220472,-1.1863488775798459e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,12,0.8164965809200705,0.8164850531946846,-1.4118522545403245e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,13,0.8164965809200705,0.8164830518634202,-1.6569642747321645e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,14,0.8164965809200705,0.8164808904289605,-1.921684851668992e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,15,0.8164965809200705,0.8164785688920688,-2.2060138918589267e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,16,0.8164965809200705,0.8164760872535641,-2.5099512949933178e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,17,0.8164965809200705,0.8164734455143225,-2.833496953758008e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,18,0.8164965809200705,0.8164706436752764,-3.1766507539887634e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,19,0.8164965809200705,0.8164676817374147,-3.539412574538048e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,20,0.8164965809200705,0.8164645597017829,-3.921782287386044e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,21,0.8164965809200705,0.8164612775694831,-4.323759757529633e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,22,0.8164965809200705,0.8164578353416733,-4.745344843148924e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,23,0.8164965809200705,0.816454233019569,-5.1865373953852156e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,24,0.8164965809200705,0.8164504706044416,-5.6473372585186254e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,25,0.8164965809200705,0.8164465480976191,-6.127744269923685e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,26,0.8164965809200705,0.8164424655004856,-6.627758260047134e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,27,0.8164965809200705,0.8164382228144824,-7.147379052374614e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,28,0.8164965809200705,0.8164338200411072,-7.686606463508383e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,29,0.8164965809200705,0.8164292571819136,-8.24544030313401e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,30,0.8164965809200705,0.8164245342385124,-8.823880373998172e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,31,0.8164965809200705,0.8164196512125704,-9.42192647191975e-05
solid-body boundary,solid_body,boundary,0.8164965809200705,32,0.8164965809200705,0.8164146081058115,-0.00010039578385823145
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,1,1.4133294025146665,1.4133292639437849,-9.80457078858521e-08
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,2,1.4133294025146665,1.4133288482311888,-3.921827967934277e-07
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,3,1.4133294025146665,1.4133281553770247,-8.824111630278964e-07
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,4,1.4133294025146665,1.4133271853815377,-1.5687306335054885e-06
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,5,1.4133294025146665,1.4133259382450696,-2.45114096597554e-06
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,6,1.4133294025146665,1.4133244139680612,-3.5296418489094705e-06
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,7,1.4133294025146665,1.4133226125510499,-4.804232901833849e-06
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,8,1.4133294025146665,1.413320533994672,-6.27491367455324e-06
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,9,1.4133294025146665,1.4133181782996609,-7.941683648260423e-06
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,10,1.4133294025146665,1.4133155454668482,-9.804542234537195e-06
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,11,1.4133294025146665,1.4133126354971632,-1.1863488775798459e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,12,1.4133294025146665,1.413309448391633,-1.4118522545403245e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,13,1.4133294025146665,1.4133059841513826,-1.6569642747321645e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,14,1.4133294025146665,1.4133022427776343,-1.921684851668992e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,15,1.4133294025146665,1.4132982242717094,-2.2060138918589267e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,16,1.4133294025146665,1.4132939286350257,-2.5099512949933178e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,17,1.4133294025146665,1.4132893558690998,-2.833496953758008e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,18,1.4133294025146665,1.4132845059755452,-3.1766507539887634e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,19,1.4133294025146665,1.4132793789560743,-3.539412574538048e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,20,1.4133294025146665,1.4132739748124963,-3.921782287386044e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,21,1.4133294025146665,1.4132682935467193,-4.323759757529633e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,22,1.4133294025146665,1.4132623351607476,-4.745344843148924e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,23,1.4133294025146665,1.4132560996566852,-5.1865373953852156e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,24,1.4133294025146665,1.4132495870367328,-5.6473372585186254e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,25,1.4133294025146665,1.413242797303189,-6.127744269923685e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,26,1.4133294025146665,1.4132357304584497,-6.627758260047134e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,27,1.4133294025146665,1.4132283865050101,-7.147379052374614e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,28,1.4133294025146665,1.4132207654454623,-7.686606463508383e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,29,1.4133294025146665,1.4132128672824955,-8.24544030313401e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,30,1.4133294025146665,1.413204692018898,-8.823880373998172e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,31,1.4133294025146665,1.4131962396575557,-9.42192647191975e-05
"regularized 1/r boundary, eps=0.05",irrotational_reg,boundary,1.4133294025146665,32,1.4133294025146665,1.4131875102014513,-0.00010039578385823145
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,1,1.0,0.9999999019542921,-9.80457078858521e-08
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,2,1.0,0.9999996078172032,-3.921827967934277e-07
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,3,1.0,0.999999117588837,-8.824111630278964e-07
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,4,1.0,0.9999984312693665,-1.5687306335054885e-06
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,5,1.0,0.999997548859034,-2.45114096597554e-06
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,6,1.0,0.9999964703581511,-3.5296418489094705e-06
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,7,1.0,0.9999951957670982,-4.804232901833849e-06
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,8,1.0,0.9999937250863254,-6.27491367455324e-06
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,9,1.0,0.9999920583163517,-7.941683648260423e-06
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,10,1.0,0.9999901954577655,-9.804542234537195e-06
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,11,1.0,0.9999881365112242,-1.1863488775798459e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,12,1.0,0.9999858814774546,-1.4118522545403245e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,13,1.0,0.9999834303572527,-1.6569642747321645e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,14,1.0,0.9999807831514833,-1.921684851668992e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,15,1.0,0.9999779398610814,-2.2060138918589267e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,16,1.0,0.9999749004870501,-2.5099512949933178e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,17,1.0,0.9999716650304624,-2.833496953758008e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,18,1.0,0.9999682334924601,-3.1766507539887634e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,19,1.0,0.9999646058742546,-3.539412574538048e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,20,1.0,0.9999607821771261,-3.921782287386044e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,21,1.0,0.9999567624024247,-4.323759757529633e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,22,1.0,0.9999525465515685,-4.745344843148924e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,23,1.0,0.9999481346260461,-5.1865373953852156e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,24,1.0,0.9999435266274148,-5.6473372585186254e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,25,1.0,0.9999387225573008,-6.127744269923685e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,26,1.0,0.9999337224173995,-6.627758260047134e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,27,1.0,0.9999285262094763,-7.147379052374614e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,28,1.0,0.9999231339353649,-7.686606463508383e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,29,1.0,0.9999175455969687,-8.24544030313401e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,30,1.0,0.99991176119626,-8.823880373998172e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,31,1.0,0.9999057807352808,-9.42192647191975e-05
solid-body r2-RMS calibration (forces c/v=1),solid_body,rms_r2,1.0,32,1.0,0.9998996042161418,-0.00010039578385823145
